"Id","Original_Text","Cleaned_Text"
220,"From: Chetan Kumar   Sent: Friday, January 27, 2017 5:06 AM  To: Donna Persson <DPersson@volt.com>  Cc: Chris Bailey (Volt) <CGBailey@Volt.com>; Denise Shepherd <DShepherd@Volt.com>; Terry Jordan <TJordan@volt.com>; Rosa Serna <RSerna@Volt.com>; Chetan Kumar <ckumar@Volt.com>  Subject: RE: Astro Aluminum Invoices  Importance: High    Hi Donna,    Please find attached consolidated invoices for WE – 01/15/2017 and 01/22/2017    Request you to verify and then sent to customer"," chetan kumar donna persson chris bailey rosa serna chetan kumar astro aluminum invoices importance high donna find attached consolidated invoices request verify customer"
221,"RR_Credit Review (On CL100-299 Report)      From: Ramiro Rivas   Sent: Monday, January 30, 2017 9:09 AM  To: Modesta Perez <MPerez@Volt.com>  Cc: Linda Urieta <lurieta@volt.com>  Subject: Accumold/DP - #9450347 (CL100-299 Report)    Hi Modesta,    This is on the CL100-299 Report.  Thanks.      -----------------------------","rr credit review cl report ramiro rivas linda urieta accumold dp cl report cl report "
222,"Recommendation  Customer is a private company without published financials. However, D&B's report shows sales of $19.5M for YE-2015. Credit is good. PAYDEX is 77, with positive pay reported. DBT index is 10, also with positive pay reported by trades. FSR score is low risk at 100. In business with Volt since January 2015, volume of business is low. Total billed/paid in the last year is $17K. Originally approved for 7 DP's, there were 2 DP's in 2015, and 4 in 2016. Currently there is no balance on this account. Last payment was 1/06/17 for an invoice dated 12/04/16. Credit line could be reconsidered.      Customer Name Accumold-DP  Customer Number 9450347    Highlights   Division VWS  Credit Limit $100,000   AR Balance $0   Past Due $0     Volt Score 1.55   Volt Risk Rating (Low, Medium, High) Medium   D&B Decision Maker Recommended Credit $100,000    D&B Conservative Credit Limit $400,000    D&B High Credit $80,000    Commercial Score 1   Year Formed 1985   Employees 263   Private/Public Private   Ultimate Parent Self   If financials listed, Net Worth $19,457,739  As of 12/31/15  If bank reference, average balance n/a       Summary  Accu-Mold LLC is a manufacturer of plastic products, specializing in small and micro injection molded components. The company offers services to high-tech industries that require high-volume, small, complex micro injection molded parts, such as; Micro Electronics, Automotive Electronics, Fiber/Micro Optics, Medical, Emerging Technologies. The company is based in Ankeny, Iowa.      Ramiro Rivas  Credit Analyst  Volt Information Sciences  Shared Accounting Services  2421 N. Glassell Street | Orange, CA 92865  714.921.5585    ----------------------------------------","recommendation customer private company published financials report shows sales ye credit paydex positive pay reported dbt index positive pay reported trades fsr score low risk business volume business low total billed paid year originally approved dp dp balance account payment invoice credit line reconsidered customer accumold dp customer number highlights division vws credit limit ar balance past due score risk rating low medium high medium decision maker recommended credit conservative credit limit high credit commercial score year formed employees private public private ultimate parent financials listed net worth bank reference average balance summary accu mold llc manufacturer plastic products specializing small micro injection molded components company offers services high tech industries require high volume small complex micro injection molded parts micro electronics automotive electronics fiber micro optics medical emerging technologies company based ankeny iowa ramiro rivas credit analyst information sciences shared accounting services street orange "
223,"From: Yumi Kimura [mailto:y_kimura@naxusa.com]   Sent: Thursday, January 26, 2017 2:48 PM  To: Denise Shepherd <DShepherd@Volt.com>  Subject: RE: aging Volt invoice, acct 9437088    Denise,    The payment has been made and check #14087 and sent out today."," yumi kimura kimura naxusa aging invoice payment made check today"
224,"Basic Review-Accumold-DP.xlsx Document has been uploaded","basic review accumold dp xlsx document uploaded"
225,"CRM-CustomerHistory-Accumold.pdf Document has been uploaded","crm customerhistory accumold document uploaded"
226,"CRM-ACCUMOLD.pdf Document has been uploaded","crm accumold document uploaded"
227,"Attachment-ACCUMOLD+_+DP.pdf Document has been uploaded","attachment accumold dp document uploaded"
228,"Current invoices","current invoices"
229,"From: Louisa Leigh [mailto:lleigh@edible.com]   Sent: Thursday, January 26, 2017 1:17 PM  To: Horacio Martin <hmartin@berrydirect.com>; Denise Shepherd <DShepherd@Volt.com>  Cc: Magdalena Garcia <mgarcia@berrydirect.com>; Debra Cohen <dcohen@edible.com>  Subject: RE: skipped Volt invoices, acct 9447903    Hi,    Yes I have the invoices. I will try to process them as soon as I can. Unfortunately, I missed the check run for today but, I will try to get the check processed and mailed out early next week.    Sincerely,  Louisa Leigh  Staff Accountant    Edible Arrangements International   95 Barnes Road  Wallingford, CT 06492    Office: +1.203.774.8096"," louisa leigh lleigh edible horacio martin magdalena debra cohen skipped invoices invoices process missed check run today check processed mailed early sincerely louisa leigh staff accountant edible arrangements international barnes road wallingford ct office"
230,"From: Horacio Martin [mailto:hmartin@berrydirect.com]   Sent: Thursday, January 26, 2017 1:09 PM  To: Denise Shepherd <DShepherd@Volt.com>; Louisa Leigh <lleigh@edible.com>  Cc: Magdalena Garcia <mgarcia@berrydirect.com>  Subject: RE: skipped Volt invoices, acct 9447903    Denise,    We will review with our accounting dept. and advise.    Louisa, do you have the following invoices for payment?    Thank you,    Horacio Martin  Director of Warehouses    Berry Direct  14540 Innovation Drive  Riverside, California 92518  USA  United States of America    +1  951-842-7241 Direct"," horacio martin hmartin berrydirect louisa leigh magdalena skipped invoices review accounting dept advise louisa invoices payment horacio martin director warehouses berry direct innovation drive riverside california usa united states america direct"
231,"mp    From: Ricky Persaud   Sent: Monday, January 30, 2017 8:47 AM  To: Bob Coscia <BCoscia@maintech.com>  Cc: Dan Della Ventura <DDellaVent@maintech.com>; Jewell Bastardo <JBastardo@maintech.com>; Modesta Perez <MPerez@Volt.com>; Terry Jordan <TJordan@volt.com>  Subject: PAID $69,346.93 - : Payment Invoices - IBR / MAINTECH    HI Bob,  We received payment today for $69k from IB Remarketing.   Regards       Ricky P. Persaud  Credit and Collection Analyst  Tel: 516- 228- 6730  Cell: 917- 353 -2097"," ricky persaud bob coscia dan della ventura jewell bastardo paid payment invoices ibr maintech bob received payment today ib remarketing ricky persaud credit collection analyst cell"
232,"HD*From: Crews, Katherine [mailto:Katherine.Crews@commscope.com]   Sent: Monday, January 30, 2017 9:06 AM  To: Bhathal, Karnpal (Paul) <Paul.Bhathal@commscope.com>  Cc: Hema Dadlani <HDadlani@volt.com>  Subject: invoice 34561616    Good Afternoon Mr. Bhathal,    Can you please take a look at invoice 34561616 Doc ID 1859134. This is waiting with you for approval. The vendor would like to get this paid as soon as possible.     Thank you     Katherine Crews Sirls  AP Shared Services  Help Line: 1(800) 285-CSMI (2764)  Internal Phone Ext.26330  Fax: 1(800) 949 4400  Katherine.Crews@commscope.com"," crews katherine katherine crews commscope bhathal karnpal paul invoice mr bhathal invoice doc id waiting approval vendor paid katherine crews sirls shared services line csmi internal phone ext fax katherine crews commscope "
233,"34379640, 10/9/16  From: Paula Boerner   Sent: Monday, January 30, 2017 9:06 AM  To: 'Meeks, Lori - Curtis 1000' <lmeeks@curtis1000.com>  Cc: Anh Phan <ATPhan@Volt.com>  Subject: Curtis #34379640: Acct# 9434248    Hello Lori,  Invoice # 34379640 was voided by Volt, it was billed in error to Customer #9434248.    Do you still need a copy?        Best Regards,    Paula Boerner  Account Representative  Volt Information Sciences  Shared Accounting Services  2421 N Glassell St | Orange, CA 92865   PBoerner@Volt.com| 714.921.7435  | 714.921.7061   Six Sigma Certified-Yellow Belt          From: Meeks, Lori - Curtis 1000 [mailto:lmeeks@curtis1000.com]   Sent: Thursday, January 26, 2017 7:01 AM  To: Credit Department <Credit_Department@volt.com>  Subject: Acct# 9434248    Hi,  Please send a copy of invoice number 34379640.    Thank you,    Lori Meeks  Finance – A/P  lmeeks@curtis1000.com          1725 Breckinridge Parkway STE 500 | Duluth, GA 30096  Direct 678.924.2092 | Main 877.287.8715 x 32092"," meeks lori curtis anh phan curtis lori invoice voided billed error customer copy account representative information sciences shared accounting services st orange pboerner sigma certified yellow belt meeks lori curtis lmeeks curtis credit department send copy invoice number lori meeks finance lmeeks curtis breckinridge parkway ste duluth ga direct main "
234,"From: Denise Shepherd   Sent: Monday, January 30, 2017 9:03 AM  To: 'Deana.Beretti@usa.gknaerospace.com' <Deana.Beretti@usa.gknaerospace.com>; 'Raya, Melissa' <Melissa.Raya@usa.gknaerospace.com>  Subject: *2nd copy*, Volt invoice 34545247, acct 0079672    Hello,  Invoice 34545247 has been skipped over and is past due. Please see page 4 of the original attachment that was sent in November. Please let me know when the invoice will be paid."," deana beretti usa gknaerospace raya melissa copy invoice invoice skipped past due page original attachment invoice paid"
235,"RK 01/30/17  Current invoices"," current invoices"
236,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 11:01 AM  To: 'Kia.Vang@Pentair.com' <Kia.Vang@Pentair.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9451838_PENTAIR _WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing kia vang pentair invoice pentair "
237,"ky  Samsung Acquires Rich Communications Services Business from Skyview Capital’s NewNet Communication Technologies","ky samsung acquires rich communications services business skyview capitals newnet communication technologies"
238,"PressRelease-Samsung-Acquires-Rich-Communications-Services-Business-from-Skyview-CapitalÂ¡Â¯s-NewNet-Communication-Technologies.pdf Document has been uploaded","pressrelease samsung acquires rich communications services business skyview capitals newnet communication technologies document uploaded"
239,"ky  Samsung Acquires Rich Communications Services Business from Skyview Capital’s NewNet Communication Technologies","ky samsung acquires rich communications services business skyview capitals newnet communication technologies"
240,"PressRelease-Samsung-Acquires-Rich-Communications-Services-Business-from-Skyview-CapitalÂ¡Â¯s-NewNet-Communication-Technologies.pdf Document has been uploaded","pressrelease samsung acquires rich communications services business skyview capitals newnet communication technologies document uploaded"
241,"Samsung Acquires Rich Communications Services Business from Skyview Capital’s NewNet Communication Technologies","samsung acquires rich communications services business skyview capitals newnet communication technologies"
242,"LAG  DISG1236999 submitted on 1/1 inv 34701653 for Nicole Riley    From: Megan Lizarraga   Sent: Friday, January 27, 2017 8:42 AM  To: SASBilling <SASBilling@Volt.com>  Cc: Chetan Kumar <ckumar@Volt.com>; Gigi Garcia <GigiGarcia@Volt.com>; Ismenia Fernandez <IFernandez@Volt.com>; Rikki Braden <RBraden@Volt.com>; Patricia Thomson <PThomson@Volt.com>  Subject: RE: 43103 - Please Adjust Volt invoice # 34701653 for $278.40 Customer 9444488    Hello,    Please find time card attached. Please be advised approval was made via email. The internal Volt employee whom obtained the record is no longer with volt. If proof of approval is needed, you will need to request from payroll records. I hope this resolves this matter.     Thank You,    Megan S. Lizarraga  Senior Recruiter  Volt Workforce Solutions | 8550 Balboa Blvd Suite 275 | Northridge, CA 91325  mlizarraga@volt.com  | t: 818.920.5700| f: 818.894.8462 |    From: SASBilling   Sent: Tuesday, January 24, 2017 9:13 AM  To: Megan Lizarraga <MLizarraga@volt.com>  Cc: SASBilling <SASBilling@Volt.com>; Chetan Kumar <ckumar@Volt.com>; Gigi Garcia <GigiGarcia@Volt.com>; Ismenia Fernandez <IFernandez@Volt.com>; Rikki Braden <RBraden@Volt.com>; Patricia Thomson <PThomson@Volt.com>  Subject: 43103 - Please Adjust Volt invoice # 34701653 for $278.40 Customer 9444488    Hi Megan,    Could you please help us with timecard copy and other supporting document with this regard.    Thank you,  Prakasha Venkatesh.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag disg submitted nicole riley megan lizarraga sasbilling chetan kumar ismenia fernandez rikki braden patricia thomson adjust invoice customer find time card attached advised approval made internal employee obtained record longer proof approval needed request payroll records hope resolves matter megan lizarraga senior recruiter workforce solutions balboa blvd suite northridge mlizarraga sasbilling megan lizarraga sasbilling chetan kumar ismenia fernandez rikki braden patricia thomson adjust invoice customer megan timecard copy supporting document regard prakasha venkatesh"
243,"payment, for Invoice # 33514088 dated 906.41","payment invoice "
244,"payment  From: Dustin Uremovich [mailto:dustin.uremovich@kpib2b.com]   Sent: Monday, January 30, 2017 8:47 AM  To: Paula Boerner <PBoerner@volt.com>; Miranda Galindo <miranda.galindo@kpib2b.com>  Cc: Benjamin Nguyen <BNguyen@Volt.com>  Subject: RE: 33514088, 906.41_ Volt Balance 1708.77- KPI, 9446887    KPI Analytics January 2017 Payment Authoriz....pdf (87.06 KB)    Paula,    Here is the authorization form for our agreed January payment.    Regards,  Dustin Uremovich  VP Sales & Co-Founder  KPI Analytics, Inc. – KPI Lead Generation Solutions  512-657-7470  dustin.uremovich@kpib2b.com  kpib2b","payment dustin uremovich dustin uremovich kpibb miranda galindo benjamin nguyen balance kpi kpi analytics payment authoriz kb authorization form agreed payment dustin uremovich vp sales founder kpi analytics kpi lead generation solutions dustin uremovich kpibb kpibb"
245,"ad 1/30/17    From: Anna Durling   Sent: Monday, January 30, 2017 8:44 AM  To: Germaine Adkerson <GAdkerson@volt.com>  Subject: 1.30.17 acct 9453480 FLEXIBLE ASSEMBLY - Zero Adjust $8100    Hi Germaine,    Per customer request, can we submit zero adjust for items below per customer request? They want us to apply open express credit that was issued on 1/26 against this invoice below dated 1/22.  Attached is zero adjust along with copy of credit and invoice they want us to offset against.    Invoice Date Invoice # Amount Due  07/03/2016 34036749 (8,100.00)  01/22/2017 34762117 8,100.00        Thanks,    Anna Durling  Customer Account Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com"," adkerson flexible assembly adjust customer request submit adjust items customer request apply open express credit issued invoice attached adjust copy credit invoice offset invoice invoice amount due customer account representative information sciences shared accounting services fax adurling "
246,"LAG  Account is current; the 1/8 invoice is due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
247,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Friday, January 27, 2017 10:45 AM  To: JWarnke@GreatbatchMedical.com  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9449933_GREATBATCH MEDICAL_WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing jwarnke greatbatchmedical invoice greatbatch medical "
248,"HD*From: Hema Dadlani   Sent: Monday, January 30, 2017 8:41 AM  To: 'APInvoicesNA@Commscope.com' <APInvoicesNA@Commscope.com>  Subject: FW: Commscope 9440273 Invoice 34561616    Please provide payment status for invoice enclosed.     Thank you,     Hema Dadlani  Account Representative"," apinvoicesna commscope commscope invoice provide payment status invoice enclosed account representative"
249,"LAG  Account is current; the 1/31 invoices are due this week.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
250,"LAG  1/22/17 billing emailed    From: PDF_Billing   Sent: Monday, January 30, 2017 4:35 AM  To: 'Accounts.Payable@Tennantco.com' <Accounts.Payable@Tennantco.com>; 'Lynn.Klug@TENNANTCO.com' <Lynn.Klug@TENNANTCO.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9405054_TENNANT COMPANY INC_WE-2017-01-22  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing accounts payable tennantco lynn klug tennantco invoice tennant company "
251,"January 2017, still weekly invoices, monthly starts in Feb  From: Paula Boerner   Sent: Monday, January 30, 2017 8:32 AM  To: 'Sinopoli, M (Mark)' <Mark.Sinopoli@rabobank.com>; PDF_Billing <PDF_Billing@Volt.com>; rabobankap@cognizant.com  Cc: Penny Lewis <PLewis@volt.com>  Subject: RE: VOLT INVOICE - 9454280_RABOBANK NATIONAL ASSOCIATION_WE-2017-01-22    Hello Mark,  The attached weekly invoices for January are valid.    The account has not been set up with Monthly billing,     The monthly billing will be effective from the month of February, for January it will still be weekly.          Best Regards,    Paula Boerner  Account Representative  Volt Information Sciences  Shared Accounting Services  2421 N Glassell St | Orange, CA 92865   PBoerner@Volt.com| 714.921.7435  | 714.921.7061   Six Sigma Certified-Yellow Belt          From: Sinopoli, M (Mark) [mailto:Mark.Sinopoli@rabobank.com]   Sent: Monday, January 30, 2017 7:59 AM  To: PDF_Billing <PDF_Billing@Volt.com>; rabobankap@cognizant.com  Cc: Paula Boerner <PBoerner@volt.com>; Penny Lewis <PLewis@volt.com>  Subject: RE: VOLT INVOICE - 9454280_RABOBANK NATIONAL ASSOCIATION_WE-2017-01-22    Hello,    Sunil/Paula – we should be invoiced each month, not weekly. Please confirm these invoices are still appropriate.    Thanks!    Mark Sinopoli  Assistant Vice President  Contracts Manager    Rabobank, N.A.   Vendor Management Group   915 Highland Pointe Drive, Roseville CA 95678  T: +1 (916) 878-4857  Internal Extension: 1 + 4857  Mobile: +1 (925) 336-6992  E-mail: mark.sinopoli@rabobank.com  Website: www.rabobankamerica.com"," weekly invoices monthly starts sinopoli mark billing rabobankap cognizant penny lewis invoice rabobank national association mark attached weekly invoices valid account set monthly billing monthly billing effective month february weekly account representative information sciences shared accounting services st orange pboerner sigma certified yellow belt sinopoli mark mark sinopoli rabobank billing rabobankap cognizant penny lewis invoice rabobank national association sunil invoiced month weekly confirm invoices mark sinopoli assistant vice president contracts manager rabobank vendor management group highland pointe drive roseville internal extension mobile mail mark sinopoli rabobank website rabobankamerica "
252,"ad 1/30/17    From: Eddie Silverberg [mailto:eddie@flexibleassembly.com]   Sent: Monday, January 30, 2017 8:28 AM  To: Anna Durling <ADurling@Volt.com>  Cc: PDF_Billing <PDF_Billing@Volt.com>; Bing Zhou <Bing@flexibleassembly.com>  Subject: Re: VOLT INVOICE - 9453480_FLEXIBLE ASSEMBLY / DP_WE-2017-01-22    Hi Anna,    Thanks for your help on this.     Best Regards,  Eddie Silverberg  Ph (619) 287-7000 x250  Dir (619) 717-2288  Fx (619) 287-7001      From: Anna Durling   Sent: Monday, January 30, 2017 8:27 AM  To: 'Eddie Silverberg' <eddie@flexibleassembly.com>; PDF_Billing <PDF_Billing@Volt.com>  Cc: Bing Zhou <Bing@flexibleassembly.com>  Subject: RE: VOLT INVOICE - 9453480_FLEXIBLE ASSEMBLY / DP_WE-2017-01-22    Eddie,      Will do. Below are the two items I will be offsetting for the record. There should be a credit balance of $1260 due back to you that I will request  a refund for since there is no other activity left open.    Please let me know if you have questions.    Invoice Date Invoice # Amount Due  07/03/2016 34036749 (9,360.00)  01/22/2017 34762117 8,100.00   Total For FLEXIBLE ASSEMBLY / DP -1260    Thank you,    Anna Durling  Customer Account Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com          From: Eddie Silverberg [mailto:eddie@flexibleassembly.com]   Sent: Monday, January 30, 2017 6:46 AM  To: PDF_Billing <PDF_Billing@Volt.com>  Cc: Anna Durling <ADurling@Volt.com>; Bing Zhou <Bing@flexibleassembly.com>  Subject: Re: VOLT INVOICE - 9453480_FLEXIBLE ASSEMBLY / DP_WE-2017-01-22    We have an open credit on our account. Please apply to this invoice.     Best Regards,  Eddie Silverberg  Ph (619) 287-7000 x250  Dir (619) 717-2288  Fx (619) 287-7001"," eddie silverberg eddie flexibleassembly billing bing zhou invoice flexible assembly dp eddie silverberg ph dir fx eddie silverberg billing bing zhou invoice flexible assembly dp eddie items offsetting record credit balance due back request refund activity left open questions invoice invoice amount due total flexible assembly dp customer account representative information sciences shared accounting services fax adurling eddie silverberg eddie flexibleassembly billing bing zhou invoice flexible assembly dp open credit account apply invoice eddie silverberg ph dir fx"
253,"LAG  Refund request for $3946.80 submitted to Germaine.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag refund request submitted "
254,"New HR Mgr  From: Paula Boerner   Sent: Monday, January 30, 2017 8:26 AM  To: Patsy Del Castillo <PDelCastillo@Volt.com>  Subject: 9454211- PERSONNEL CHANGES IN TX Wallner Expac El Paso    Hello Patsy,  I received the following email from Wallner # 9454211, they have a new HR manager.        Best Regards,              From: Patsy Del Castillo   Sent: Monday, January 30, 2017 8:13 AM  To: Gabrelle (Gabby) Diaz <GDiaz@Volt.com>  Cc: Paula Boerner <PBoerner@volt.com>  Subject: FW: PERSONNEL CHANGES IN TX Wallner Expac El Paso        Patsy Del Castillo  Sales Manager     Volt Workforce Solutions  1200 Golden Key Circle Suite 121 | El Paso, Tx. 79925  t: 915-856-1357 | f: 915-856-3184  PDelCastillo@volt.com | www.volt.com      If you’re looking for exceptional talent.  Start  looking at Volt: volt.com/hire_smart/       From: Gloria McMullen [mailto:GMcMullen@expac.com]   Sent: Monday, January 30, 2017 9:09 AM  To: Patsy Del Castillo <PDelCastillo@Volt.com>  Cc: Diana Hernandez <DHernandez@expac.com>; Susan Harney <SHarney@expac.com>  Subject: PERSONNEL CHANGES IN TX    Good morning Patsy,    Please notify all billing and other personnel who work with our account at Volt to update their records to reflect that Lorena Prieto is no longer with Wallner Expac’s TX facility.  The new Office/HR Administrator is Diana Hernandez.  Her phone remains the same as Lorena’s; and her email is dhernandez@expac.com.    Also, please ensure that all invoices continue to be sent to my attention at gmcmullen@expac.com.    Thank you for all your help.  It was great seeing you again last week.      Gloria McMullen | Human Resources Manager   Wallner Expac, Inc.  9160 Hyssop Drive | Rancho Cucamonga, CA 91730  Office: 909 481 8800 x238 | Fax:  909 363 7477  gmcmullen@expac.com | Visit our new website at:  www.expac.com"," hr mgr patsy del castillo personnel tx wallner expac el paso patsy received wallner hr manager patsy del castillo gabrelle gabby diaz personnel tx wallner expac el paso patsy del castillo sales manager workforce solutions golden key circle suite el paso tx pdelcastillo youre exceptional talent start hire smart gloria mcmullen gmcmullen expac patsy del castillo diana hernandez susan harney personnel tx patsy notify billing personnel work account update records reflect lorena prieto longer wallner expacs tx facility office hr administrator diana hernandez phone remains lorenas dhernandez expac ensure invoices continue attention gmcmullen expac great gloria mcmullen human resources manager wallner expac hyssop drive rancho cucamonga office fax gmcmullen expac visit website expac "
255,"From: Stacie Rivera   Sent: Monday, January 30, 2017 8:18 AM  To: Denise Shepherd <DShepherd@Volt.com>  Cc: Stacie Rivera <SRivera@Volt.com>  Subject: RE: Tuafafo Falelaulii at Applied Industrial, acct 9454689    Good morning Denise,    Thank you. I will send in adjustment and will let his recruiter know to counsel him on correctly completing his timecard. Thanks!    From: Denise Shepherd   Sent: Monday, January 30, 2017 8:14 AM  To: Stacie Rivera <SRivera@Volt.com>  Subject: Tuafafo Falelaulii at Applied Industrial, acct 9454689    Hi Stacie,  Please forward this to the appropriate person…    This contractor is filling out his timecard in such a way that causes him to be paid for OT that was not worked. The customer will not pay any invoices with OT on them. I talked to Tina at 714-436-1330 and she said all employees take a 1 hr lunch, except Tuafafo opted to take 1/2hr lunches and 2, 15 minute breaks. A payroll correction needs to be submitted and he needs to be talked to about the way he completes his timecard. See attached."," stacie rivera stacie rivera tuafafo falelaulii applied industrial send adjustment recruiter counsel correctly completing timecard stacie rivera tuafafo falelaulii applied industrial stacie forward person contractor filling timecard paid ot worked customer pay invoices ot talked tina employees hr lunch tuafafo opted hr lunches minute breaks payroll correction submitted talked completes timecard attached"
256,"1/30- emailed copies"," copies"
257,"From: Retiz, Gilbert [mailto:gretiz@applied.com]   Sent: Monday, January 30, 2017 8:15 AM  To: Denise Shepherd <DShepherd@Volt.com>  Subject: RE: non payment of Volt invoices, acct 9434880    Denise,            Please send me Copies of past due invoices, I will resend them in."," retiz gilbert gretiz applied payment invoices send copies past due invoices resend "
258,"ad 1/30/17  I spoke with Georgina, sd she cut a check for 2k on 1/27 paying invs dtd 10/9-10/16. Per Georgina, sd she will try to pay 2-3 invs every week starting this Friday until they get caught up. She also sd they are in process of getting refinancing but would not disclose further details and sd once that happens, they should get caught up/current.  Note: sent email to mgmt. to see if they want to proceed with pulling temp since customer has promised weekly pymts in past and has not kept their promise or if they want me to continue to monitor payments for now.    From: Anna Durling   Sent: Monday, January 30, 2017 8:16 AM  To: Modesta Perez <MPerez@Volt.com>; Germaine Adkerson <GAdkerson@volt.com>; Terry Jordan <TJordan@volt.com>  Subject: RE: Invoices-Global Kaizen #9419730  Importance: High    Hello,    Looks like the customer just issued us a check last Friday for 2k paying the two oldest invoices (see email below that she sent to Evelyn). I also just got off the phone with customer regarding remaining past due balance and she said they will try to pay us 2-3 invoices per week until they get caught up. They also said they are in the process of getting refinancing this week or next week and thinks once that happens, they will get current (I asked what kind of refinancing but would not disclose). I emphasized the importance of payments coming in consistently every week to avoid disruption of service or having to pull our temp from assignment.    Please let me know if you still want to discuss pulling EE from assignment since the customer has promised this payment arrangement before and has not kept their promise of sending us weekly payments or if you want me to continue to monitor for payments.       Thanks    Anna Durling  Collections Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com"," spoke georgina sd cut check paying invs dtd georgina sd pay invs starting caught sd process refinancing disclose details sd caught current note mgmt proceed pulling temp customer promised weekly pymts past promise continue monitor payments adkerson invoices global kaizen importance high customer issued check paying oldest invoices evelyn phone customer remaining past due balance pay invoices caught process refinancing thinks current asked kind refinancing disclose emphasized importance payments coming consistently avoid disruption service pull temp assignment discuss pulling ee assignment customer promised payment arrangement promise sending weekly payments continue monitor payments collections representative information sciences shared accounting services fax adurling "
259,"From: Modesta Perez   Sent: Friday, January 27, 2017 4:31 PM  To: Germaine Adkerson <GAdkerson@volt.com>  Cc: Anna Durling <ADurling@Volt.com>  Subject: FW: Invoices-Global Kaizen #9419730    Germaine,    Would you reach out to client on Monday to discuss plan to bring current.      Thank You,    Modesta Perez  Credit Manager     Volt Information Sciences, Inc.  Shared Accounting Services  2421 North Glassell Street  Orange, CA 92865  Office 714-921-7093  mperez@volt.com      From: Evelyn Gutierrez   Sent: Friday, January 27, 2017 4:15 PM  To: Modesta Perez <MPerez@Volt.com>  Subject: Fwd: Invoices-Global Kaizen     Hi Modesta,     Please see below, they will be cutting another check next week.     Thank you,    Evelyn Gutierrez      Begin forwarded message:  From: Georgina Kawabata <gk@globalkaizen.com>  Date: January 27, 2017 at 4:13:14 PM PST  To: Evelyn Gutierrez <EGutierrez@Volt.com>  Subject: RE: Invoices  Evelyn:    Check 28038 in the amount of $2,134.05 is being sent today.    Have a wonderful weekend.    Georgina Kawabata  GLOBAL KAIZEN  133 Mata Way, Suite 101  San Marcos, CA  92069  760.752.5230 x202  760.752.1322 fax"," adkerson invoices global kaizen reach client discuss plan bring current credit manager information sciences shared accounting services north street orange office mperez evelyn gutierrez fwd invoices global kaizen cutting check evelyn gutierrez begin forwarded message georgina kawabata pst evelyn gutierrez invoices evelyn check amount today wonderful weekend georgina kawabata global kaizen mata suite san marcos fax"
